0.553585	0.508558	0.403691	0.273251	0.159928	0.102451	0.124018	0.224460	0.378471	0.541041	0.659693	0.691156	0.618185	0.460561	0.274114	0.134118	0.105666	0.212403	0.420478	0.650014	0.810800	0.842921	0.740281	0.547307	0.335215	0.172404	0.101773	0.131033	0.235801	0.371544
0.554009	0.482312	0.361446	0.230713	0.132575	0.100332	0.148171	0.266125	0.421508	0.567068	0.654516	0.650436	0.550157	0.384343	0.213642	0.109627	0.126051	0.271641	0.499600	0.723777	0.856565	0.848580	0.708309	0.493282	0.281435	0.139385	0.101109	0.162124	0.287127	0.425458
0.546275	0.450174	0.317983	0.192249	0.113214	0.107238	0.179009	0.309480	0.460327	0.584251	0.639029	0.601944	0.480314	0.313790	0.165240	0.100153	0.159630	0.337769	0.576693	0.786825	0.885958	0.836981	0.663069	0.433374	0.230053	0.115292	0.112229	0.203624	0.344149	0.478974
0.530512	0.413182	0.274777	0.159132	0.102366	0.122693	0.215204	0.352862	0.493625	0.592263	0.614186	0.547759	0.411271	0.251194	0.130028	0.105095	0.204040	0.407165	0.647782	0.835851	0.897172	0.808187	0.606293	0.370290	0.183817	0.102053	0.135742	0.254810	0.405256	0.530299
0.507110	0.372561	0.233328	0.132500	0.100324	0.146000	0.255337	0.394696	0.520350	0.591105	0.581197	0.490011	0.345394	0.198305	0.108408	0.123153	0.256455	0.476148	0.709294	0.868344	0.889404	0.763247	0.540467	0.307126	0.145467	0.101285	0.171796	0.314531	0.468579	0.577606
0.476731	0.329697	0.195132	0.113330	0.107142	0.176268	0.297925	0.433531	0.539718	0.581078	0.541471	0.430796	0.284734	0.156322	0.100133	0.152483	0.313805	0.541227	0.758295	0.882770	0.862954	0.704186	0.468730	0.247202	0.117572	0.114157	0.220006	0.381196	0.532022	0.619092
0.440301	0.286114	0.161646	0.102413	0.122641	0.212430	0.341467	0.468062	0.551212	0.562755	0.496556	0.372116	0.230993	0.125915	0.104407	0.190865	0.372993	0.599316	0.792665	0.878662	0.819213	0.633904	0.394701	0.193873	0.102344	0.141262	0.279393	0.452779	0.593315	0.653039
0.399010	0.243439	0.134247	0.100334	0.146405	0.253275	0.384473	0.497164	0.554582	0.536944	0.448080	0.315830	0.185505	0.107265	0.119988	0.235859	0.431063	0.647886	0.811178	0.856613	0.760557	0.555991	0.322251	0.150289	0.101455	0.182502	0.348347	0.526848	0.650078	0.677878
0.354297	0.203370	0.114195	0.107446	0.177793	0.297470	0.425498	0.519903	0.549836	0.504656	0.397708	0.263609	0.149237	0.100115	0.145294	0.284950	0.485352	0.685059	0.813512	0.818178	0.690157	0.474471	0.255230	0.119159	0.115855	0.236999	0.424623	0.600625	0.699906	0.692268
0.307825	0.167629	0.102597	0.123857	0.215944	0.343593	0.463176	0.535559	0.537230	0.467065	0.347092	0.216910	0.122793	0.103834	0.178516	0.335674	0.533586	0.709643	0.800184	0.765703	0.611726	0.393505	0.197182	0.102515	0.145638	0.303049	0.505385	0.671074	0.740470	0.695179
0.261456	0.137914	0.100363	0.149415	0.259791	0.390163	0.496251	0.543634	0.517255	0.425476	0.297832	0.176953	0.106434	0.117473	0.217707	0.385714	0.573943	0.721118	0.772439	0.702112	0.529230	0.317090	0.151072	0.101534	0.189953	0.378143	0.587289	0.735031	0.769641	0.685969
0.217203	0.115851	0.108168	0.183693	0.308081	0.435671	0.523600	0.543865	0.490618	0.381287	0.251442	0.144709	0.100103	0.139837	0.260869	0.432979	0.605080	0.719586	0.732097	0.630678	0.446610	0.248782	0.119081	0.116414	0.247003	0.459052	0.666641	0.789363	0.785624	0.664468
0.177174	0.102923	0.126413	0.225983	0.359394	0.478616	0.544271	0.536225	0.458225	0.335957	0.209317	0.120892	0.103450	0.169537	0.306028	0.475654	0.626135	0.705687	0.681401	0.554796	0.367537	0.191478	0.102457	0.146348	0.314123	0.541996	0.739590	0.831160	0.787097	0.631050
0.143504	0.100411	0.155180	0.275297	0.412169	0.517543	0.557499	0.520929	0.421155	0.290969	0.172708	0.105956	0.115866	0.205052	0.351293	0.512234	0.636702	0.680515	0.622850	0.477782	0.295211	0.147273	0.101470	0.189588	0.387945	0.622873	0.802380	0.857945	0.773348	0.586681
0.118268	0.109321	0.194205	0.330366	0.464737	0.551077	0.562735	0.498431	0.380640	0.247794	0.142694	0.100096	0.136515	0.244778	0.394902	0.541546	0.636801	0.645514	0.559058	0.402717	0.232230	0.117393	0.115451	0.243590	0.464642	0.697543	0.851621	0.867884	0.744397	0.532952
0.103379	0.130306	0.242842	0.389654	0.515357	0.577965	0.559665	0.469420	0.338035	0.207866	0.120167	0.103260	0.164366	0.287081	0.435267	0.562748	0.626825	0.602383	0.492624	0.332318	0.180514	0.102209	0.142900	0.305228	0.540203	0.762131	0.884552	0.859968	0.701078	0.472065
0.100476	0.163595	0.300039	0.451380	0.562261	0.597115	0.548232	0.434808	0.294788	0.172541	0.105812	0.115151	0.198230	0.330337	0.471001	0.575328	0.607492	0.552991	0.426034	0.268865	0.141286	0.101307	0.181662	0.371046	0.610733	0.813316	0.899281	0.834160	0.645072	0.406770
0.110801	0.208920	0.364328	0.513545	0.603699	0.607639	0.528648	0.395720	0.252413	0.143070	0.100095	0.135248	0.236793	0.372970	0.500940	0.579089	0.579792	0.499287	0.361575	0.214154	0.115103	0.113599	0.229118	0.437512	0.672722	0.848572	0.894947	0.791453	0.578870	0.340262
0.135072	0.265459	0.433827	0.573981	0.638000	0.608894	0.501409	0.353475	0.212452	0.120571	0.103252	0.162816	0.278651	0.413494	0.524158	0.574130	0.544934	0.443236	0.301277	0.169485	0.101911	0.137467	0.282396	0.501255	0.723272	0.866336	0.871800	0.733859	0.505667	0.276006
0.173369	0.331791	0.506265	0.630410	0.663637	0.600522	0.467298	0.309561	0.176439	0.105994	0.115285	0.196926	0.322346	0.450537	0.539979	0.560821	0.504289	0.386755	0.246878	0.135675	0.101128	0.170912	0.338559	0.559258	0.760244	0.866080	0.831181	0.664282	0.429172	0.217526
0.225041	0.405889	0.579023	0.680514	0.679288	0.582490	0.427391	0.265611	0.145864	0.100099	0.135953	0.236478	0.366396	0.482873	0.547977	0.539781	0.459349	0.331663	0.199794	0.113085	0.111736	0.211692	0.394771	0.609006	0.782340	0.848293	0.775399	0.586325	0.353365	0.168156
0.288642	0.485135	0.649218	0.722035	0.683918	0.555124	0.383045	0.223364	0.122131	0.103427	0.164779	0.280224	0.409333	0.509444	0.547977	0.511845	0.411671	0.279638	0.161114	0.101662	0.132375	0.257462	0.448434	0.648567	0.789100	0.814378	0.707529	0.504021	0.282209	0.130787
0.361928	0.566396	0.713808	0.752879	0.676853	0.519139	0.335883	0.184625	0.106513	0.116276	0.201046	0.326794	0.449731	0.529383	0.540056	0.478034	0.362842	0.232187	0.131595	0.100986	0.161437	0.305881	0.497277	0.676634	0.780852	0.766488	0.631165	0.421529	0.219355	0.107624
0.441915	0.646142	0.769736	0.771239	0.657854	0.475657	0.287773	0.151214	0.100109	0.138680	0.243812	0.374722	0.486244	0.542030	0.524525	0.439528	0.314434	0.190617	0.111678	0.110322	0.197150	0.354709	0.539424	0.692517	0.758603	0.707328	0.550142	0.342841	0.167880	0.100004
0.525008	0.720625	0.814103	0.775729	0.627185	0.426210	0.240776	0.124911	0.103794	0.170388	0.291914	0.422483	0.517634	0.546947	0.501926	0.397626	0.267972	0.156017	0.101496	0.128673	0.237655	0.401879	0.573425	0.696099	0.723912	0.639940	0.468274	0.271515	0.130072	0.108281
0.607207	0.786098	0.844359	0.765512	0.585670	0.372728	0.197101	0.107384	0.118175	0.210852	0.343993	0.468524	0.542802	0.543930	0.473016	0.353723	0.224896	0.129246	0.100895	0.154832	0.281078	0.445550	0.598264	0.687778	0.678752	0.567500	0.389123	0.210475	0.107308	0.131805
0.684366	0.839074	0.858512	0.740421	0.534723	0.317503	0.159025	0.100124	0.143539	0.259213	0.398511	0.511297	0.560822	0.533016	0.438747	0.309270	0.186534	0.110920	0.109461	0.187432	0.325582	0.484148	0.613349	0.668388	0.625363	0.493139	0.315824	0.161874	0.100004	0.168993
0.752487	0.876590	0.855312	0.701053	0.476346	0.263122	0.128802	0.104353	0.179807	0.314303	0.453777	0.549307	0.570964	0.514488	0.400247	0.265742	0.154074	0.101413	0.126541	0.224996	0.369423	0.516388	0.618485	0.639117	0.566129	0.419795	0.250958	0.127041	0.107665	0.217478
0.808020	0.896456	0.834413	0.648816	0.413094	0.212369	0.108554	0.120947	0.226498	0.374641	0.507991	0.581145	0.572725	0.488874	0.358799	0.224609	0.128541	0.100855	0.151271	0.265977	0.410987	0.541286	0.613841	0.601423	0.503462	0.350103	0.196485	0.106495	0.128991	0.274317
0.848131	0.897452	0.796461	0.585922	0.347979	0.168097	0.100144	0.150339	0.282686	0.438456	0.559278	0.605541	0.565856	0.456949	0.315810	0.187296	0.110775	0.109133	0.182610	0.308806	0.448821	0.558158	0.599911	0.556959	0.439707	0.286321	0.153729	0.100003	0.162040	0.336234
